id,seq,line,newspaper,month,day,page,column,type,init
506,seq73,41,L,10,4,4,4,"", - Phillip Smith broke his leg yesterday in front of
508,seq74,7,L,10,31,4,2,""," - S. Riley, a carpenter at work on Sexton's new"
509,seq74,11,L,11,1,2,2,""," - James Daly, a watchman at the establishment of Hughes"
510,seq74,14,L,11,11,4,3,"", - The boiler of the locomotive on a Cleveland train
511,seq74,18,L,11,12,4,2,""," - Three German men living on Pittsburgh st., were"
512,seq74,21,L,11,12,4,3,"", - Patrick Sweeney was knocked down by the drawbridge
513,seq74,24,L,11,18,2,2,""," Charles E. Brown, a policeman, fell through a trap"
515,seq74,32,L,11,28,4,3,"", - Edward Kiely fell from the roof of the R. P. Myer's
516,seq74,35,L,12,16,4,3,""," – Martin Dally, while working on the Detroit, st. tun-"
517,seq74,38,L,12,31,4,2,""," - The small daughter of John Smith, Lyman st., died"
518,seq75,5,L,1,8,4,4,"", - An accident yesterday at the manufactory of Seaborn
519,seq75,11,L,2,8,4,2,""," - Mr. Rath, employed in Woolson & Myer's stove fac-"
520,seq75,14,L,2,22,4,5,""," - Walentine Hartnagle, employed in Buhrei's Merwin"
521,seq75,18,L,5,12,4,3,""," - James Joyce, 14, employed in the pail factory of"
522,seq75,21,L,6,9,4,2,""," - Albert Gries, 15, who lived on Granger st., while"
523,seq75,25,L,6,20,4,3,""," - In the foundry of . Silas Merchant on Meadow st.,"
524,seq75,31,L,10,1,4,5,""," - William Bates, employed at the Cleveland Woolen"
525,seq75,35,L,1,21,4,5,"", - While clearing snow from the tracks near Euclid
526,seq75,38,L,3,3,4,4,"", - An unknown man boarded a pony engine and rode to the
528,seq76,7,L,4,8,4,4,"", - A soldier entering Cleveland aboard a freight train
529,seq76,10,L,5,23,4,4,""," - William DeWitt of Young love, DeWitt and company,"
530,seq76,15,L,6,4,4,3,""," - William F. Gillson of ""Newburgh"" was killed"
531,seq76,18,L,7,15,2,2,ed, - The facts revealed of the cause of the recent
532,seq76,26,L,7,20,2,1,ed, - The verdict of the coroner's jury in the matter
533,seq76,32,L,7,20,3,2,ed, - A train on the Erie railroad carrying 833 Rebel
534,seq76,39,L,9,1,4,4,"", - The oil refinery of Beimler and Smith on Newburg
535,seq76,43,L,11,23,4,4,""," - Alfred Talbot, 50, an old and highly respected"
536,seq77,8,L,12,1,2,2,""," - James Douglass, brakeman, had his arm smashed at"
537,seq77,12,L,12,14,4,3,"", - The steamdoue of the condemned engine Richland .
528,seq77,17,L,12,24,4,3,"",",4 - Frost caused a rail to break about one mile north"
539,seq77,23,L,12,27,3,3,""," - In a letter to the editor, J. H. Devereux, superin-"
540,seq77,32,L,5,4,4,4,"", - The steamer CITY OF CLEVELAND entered the harbor
541,seq77,36,L,8,31,4,2,""," - The body of Captain Averill's two-year old daughter,"
542,seq77,39,L,11,3,4,2,""," - The schooner GENERAL BANKS, from Clevelard, was"
543,seq78,4,L,11,22,4,2,""," - Frederick Ferrand was thrown off the steamer,"
544,seq78,7,L,11,30,4,5,""," - Thomas Brady, while poling a flat boat loaded with"
545,seq78,15,L,5,28,2,2,ed," - In Idaho, if a woman is dissatisfied with her"
546,seq78,20,L,1,27,4,4,"", - The city council accepted a resolution by Mr.
547,seq78,24,L,2,3,4,3,""," - The following resolution, presented by Huntington,"
548,seq78,31,L,4,2,4,3,"", - A mechanic of Cleveland when returning home from
549,seq78,35,L,4,29,4,3,""," - Frank Miller, a colored man, joined the 4th Michigan"
550,seq78,40,L,10,21,4,3,"", - During the absence of Henry Meyers as a member of
551,seq79,9,L,1,1,1,3,adv," - Churchill and Brother, 126 Ontario st., East Side,"
552,seq79,11,L,1,21,1,8,adv, - Professor DeMunn's only genuine hair restorer is
553,seq79,15,L,3,15,3,1,adv," - Madam Portie's curative balsam, an antidote ſor"
554,seq79,18,L,3,15,2,4,adv, - Dr. R. Goodale's catarrh remedy is for sale by
555,seq79,20,L,3,15,3,5,adv, – Pure and reliable medicines are sold by G. W.
556,seq79,24,L,1,16,1,5,adv," - Having no shopworn goods to offer, we will say"
557,seq79,28,L,7,1,3,5,""," – Rubber Coats, Rubber Blankets and Leggins are sold by"
558,seq79,30,L,7,1,3,3,adv, - A closing out sale of dry goods and millinery is
560,seq79,34,L,7,1,2,7,adv," - Dress goods, novel ties, and silk and cloth mantles"
561,seq79,36,L,7,1,3,3,adv," - New spring dress goods are for sale by I, P."
562,seq80,4,L,7,1,2,7,""," - Sun umbrellas and parasols are sold by S. Hyman, corner"
563,seq80,6,L,7,1,3,3,adv, – Army shirting flannels are for sale at the Taylor
564,seq80,8,L,7,1,2,7,adv," - Shawls, cloaks, dress goods, and foulard silks,"
565,seq81,7,L,5,3,2,1,ed, - Two-thirds of the Rebel hordes now in arms against
566,seq81,13,L,5,19,2,2,ed," - ""Every township after the Lord hath increased them"
567,seq81,28,L,6,24,2,1,ed, - Very few school girls and boys are disposed to
568,seq81,32,L,7,1,2,1,ed," - ""A yourg man, though college bred, has much to"
569,seq82,5,L,3,30,4,3,"", - The city Union convention for the nomination of its
570,seq82,10,L,4,2,4,2,"", - Henry Roth was nominated for constable at the Demo-
571,seq82,12,L,4,4,2,1,ed, - A11 in Cleveland who are opposed to war will vote
573,seq82,20,L,4,5,4,3,""," - ""The City Election, which transpired yesterday, re-"
574,seq82,44,L,4,26,4,4,""," - Yesterday, according to the soldiers' voting law, the"
575,seq83,23,L,3,15,2,1,ed, - The coming election in Connecticut will show
576,seq83,33,L,4,7,4,2,""," - Solon polled one ""Copperhead"" vote, but East Cleveland"
577,seq83,35,L,8,8,4,5,"", - Jay Odell will announce his candidacy for county
578,seq83,37,L,8,8,4,5,"", - Benjamin Lamson of Bedford will announce his candidacy
579,seq83,39,L,8,10,4,6,"", - George A. Kolbe announces his candidacy for county
580,seq84,4,L,8,15,4,3,"",", 4 - The Union county convention met in the National"
581,seq84,7,L,11,9,4,4,"", - Brainard's hall was packed last night to hear election
582,seq84,14,L,11,14,2,1,ed, - An official canvass of the soldiers' votes in
583,seq84,17,L,11,14,4,3,"", – Official vote of Cuyahoga county at the October elec-
584,seq84,29,L,10,21,2,1,ed," - The ""Copperheads"" have been raising a tremendous"
585,seq84,37,L,3,28,2,1,ed, - Partial defeat of the Wallandighamers at Columbus
586,seq84,41,L,5,12,2,2,ed, - The question of the constitutionality of the sol-
587,seq85,7,L,10,3,3,1,ed," - The results of the election in Ohio, always of the"
588,seq85,15,L,10,4,2,1,ed, - Upon the result of the state election in Ohio hinges
589,seq85,21,L,10,4,2,2,ed, - The last grand rally in northern Ohio before the
590,seq85,27,L,10,5,4,3,"",",8 - The grand Union rally held today, was in all respects,"
591,seq86,11,L,10,6,2,1,ed, - Ohio is to be called upon in a few days to wipe
592,seq86,16,L,10,10,4,3,"", - Merchants and business men will close their places of
593,seq86,20,L,10,12,4,2,ed, - Democrats were busy yesterday challenging soldiers'
594,seq86,23,L,10,13,2,2,ed, - Ohio redeems herself magnificently by electing
595,seq86,29,L,10,15,2,3,ed, - The New York WORLD prints a report that the Re-
596,seq86,35,L,10,15,2,3,ed, - The PLAIN DEALER stated in one issue that the
597,seq86,41,L,10,17,2,1,ed, - The soldiers' voting law in Ohio requires a 30
598,seq87,7,L,11,25,4,3,ed, - The vote of Ohio's soldiers will put the Union
599,seq87,12,L,9,17,2,1,ed," - ""The October elections in Pennsylvania and Ohio."
600,seq87,15,L,10,26,2,1,ed, - Rebels are gratified over the results of the re-
601,seq87,22,L,2,20,2,1,ed, - Governor Seymour signed a bill effecting an
603,seq87,31,L,3,4,2,1,ed, - Shall soldiers in New York vote?
604,seq87,34,L,3,10,2,1,ed, - Election returns from New York on the question
605,seq87,38,L,3,12,2,1,ed," - On Mar. 8, the proposed amendment permitting"
606,seq88,4,L,3,14,2,1,ed, - Mr. Chase retires from the presidential ring.
607,seq88,8,L,3,21,2,1,ed, - Admirers of George B. McClellan got up a mass
608,seq88,13,L,4,11,2,1,ed, - Wilke's SPIRIT OF THE TIMES claims that Lincoln
609,seq88,17,L,4,16,2,1,ed," - ""Copperheads"" are anxious to show the white fea-"
611,seq88,26,L,5,20,2,1,ed, - Professor H. E. Peck of Olerlin was suggested for
612,seq88,31,L,5,23,2,1,ed," - ""As the time draws near for the Baltimore conven-"
613,seq89,16,L,5,26,2,1,ed, - Henry Ward Beecher is strong in conviction that
614,seq89,19,L,5,30,2,2,ed," - The time draws near for the Baltimore convention,"
615,seq89,25,L,5,31,2,1,ed,", 2 - The choice of the American people for the next"
616,seq89,33,L,6,2,3,2,ed," - General McClellan had 153,000 men when he went"
617,seq90,4,L,6,4,1,1,ed, - The Chicago TIMES says that if Mr. Lincoln is
618,seq90,12,L,6,4,2,1,ed, - The Cincinnati COMMERCIAL says that the chief
619,seq90,16,L,6,7,1,2,ed, - McClellan resigned his major general ship on en-
621,seq90,28,L,6,10,2,1,ed, - The National Union convention has adjourned. The
622,seq90,34,L,6,11,2,1,ed," - Andrew Johnson, the nominee for vice president,"
623,seq90,39,L,6,13,2,1,ed, - The New York WORLD writes on the recent nomina-
624,seq91,4,L,6,18,2,2,ed," - On June 15, an immense assembly collected at"
625,seq91,11,L,7,1,3,2,ed, - A Democratic congressman remarked to Jim Wade
626,seq91,16,H,7,5,2,1,"", - Underneath the masthead the following is found:
627,seq91,19,L,7,30,2,1,ed, - The time to nominate a congressman from this dis-
628,seq91,28,L,8,13,2,1,ed,",2 - Two things outstanding in the speeches at Mc-"
629,seq91,35,L,8,18,2,1,ed, - The delay of the Chicago convention has been un- .
630,seq92,5,L,8,25,2,2,ed, - McClellan undoubtedly will be nominated at Chi-
632,seq92,21,L,8,26,4,2,"", - The congressional convention met yesterday in Brain-
633,seq92,34,L,8,26,2,1,ed," - The Chicago P0ST, predicting a very bright future"
634,seq92,44,L,8,26,2,1,ed, - The Democratic party is imitating the tactics of
635,seq93,6,L,9,1,2,1,ed," - True to predictions, McClellan was nominated"
636,seq93,18,L,9,1,2,1,ed," - The proposition by the Chicago convention, of"
637,seq93,26,L,9,1,2,2,ed," - As has been mentioned, the real work of the"
638,seq93,40,L,9,3,1,1,ed, - Nothing has occurred for months to assure us
639,seq94,4,L,9,3,2,1,ed, - At the Chicago Democratic convention the Ken-
640,seq94,9,L,9,3,2,1,ed," - ""The unsatisfactory nature of the Platform"
641,seq94,21,L,9,6,2,2,ed, - The PLAIN DEALER is making a sorry effort to
642,seq94,30,L,9,6,2,1,ed, - It is astonishing to see how the New York
643,seq94,40,L,9,8,2,2,ed," - The Richmond SENTINEL, commenting on ""Little"
644,seq95,6,L,9,8,2,1,ed, - The chief characteristics of the Chicago plat-
645,seq95,19,L,9,9,2,2,ed, - The final and last hope of the Rebels is to
646,seq95,26,L,9,10,2,1,ed, - McClellan's letter of acceptance is ingenious-
647,seq95,35,L,9,10,2,1,ed," - Signs, unusually relied on in determining re-"
648,seq95,43,L,9,12,2,1,ed, - McClellan's letter of acceptance is the sub-
649,seq96,13,L,9,12,2,2,ed," - If Lincoln is reelected president, peace"
650,seq96,17,L,9,13,2,2,ed, - McClellan says that he hopes that the views
651,seq96,22,L,9,15,2,1,"", – Today we change our masthead from a simple dec-
652,seq96,25,L,9,15,2,1,ed," - Notwithstanding McClellan's many failures,"
653,seq96,30,L,9,15,2,1,ed, - The American people have not forgotten the
654,seq96,41,L,9,16,2,1,ed,", 2 - Here are some facts about George Pendleton,"
655,seq97,11,L,9,16,2,3,ed, - Every effort is being made by the Rebels to
656,seq97,18,L,9,17,2,1,ed, - The Democratic organization says it will not
657,seq97,25,L,9,17,2,1,ed, - Another Democratic journal against McClellan
659,seq97,32,L,9,17,2,1,"", - The Democracy has become angry over its defeat
660,seq97,41,L,9,17,2,1,ed," - ""It is said that Ben Wood has suddenly become -"
661,seq97,44,L,9,17,2,1,ed," - ""The last and only hope that Jeff Davis and"
662,seq98,4,L,9,17,2,4,ed, - Wilkes' SPIRIT in an article says that Mr.
663,seq98,8,L,9,18,2,1,ed," - Making his base, Mr. McClellan has been"
664,seq98,16,L,9,19,2,1,ed, - It is characteristic of people during a war
665,seq98,28,L,9,20,2,2,ed," - ""The Democracy defiantly shakes McClellan's"
666,seq98,41,L,9,21,2,2,ed," - A cessation of hostilities, as the Chicago"
667,seq99,4,L,9,22,2,2,ed," - McClellan, has two classes of supporters:"
668,seq99,9,L,9,23,2,1,ed, - The New York WORLD is so foolish as to urge
669,seq99,15,L,9,24,2,1,ed, - Pendleton has uttered very few words since
670,seq99,24,L,9,24,2,1,ed," - With General Fremont's resignation, the arena"
671,seq99,32,L,9,26,2,1,ed," - ""When the Baltimore Convention passed the"
672,seq99,41,L,9,29,2,2,ed, - The Philadelphia PRESS says that Senator Wall
673,seq100,4,L,9,29,2,2,ed, - The New York WORLD says that Pendleton has
674,seq100,10,L,9,30,2,1,ed, - The overwhelming defeat of Wallandigham last
675,seq100,17,L,10,3,4,4,ed," – Mr. Jerome, manager of the Soldiers home,"
676,seq100,24,L,10,4,2,2,"", - Senator Wade and Henry Winter Davis have both
677,seq100,30,L,10,5,2,1,ed, - George W. Curtis has been nominated for congress-
678,seq100,35,L,10,5,2,3,ed," - ""We are assured by men who have been in"
679,seq100,39,L,10,8,2,2,ed, - Democratic leaders generally regard the Irish
680,seq101,4,L,10,11,2,1,ed,", 2 - It is a true saying that a man is known by"
681,seq101,18,L,10,13,2,2,ed, - In view of the recent victories gained in
682,seq101,26,L,10,15,2,2,ed," - The Democratic press, knowing that their"
683,seq101,32,L,10,18,2,1,ed," - The PLAIN DEALER says: ""We have every reason"
684,seq101,39,L,10,20,2,1,ed," - ""We see no indications as yet from Columbus"
685,seq102,4,L,10,20,2,1,ed," - The Richmond ENQUIRER says that for 20 years,"
686,seq102,10,L,10,20,2,3,ed, - There is nothing on which the Democrats like
687,seq102,22,L,10,24,2,1,ed, - The tide of popular feeling having turned
688,seq102,28,L,10,25,2,1,ed, - In two weeks the people of these states will
689,seq102,44,L,10,26,2,2,ed," - After elections in Ohio, Pennsylvania, and"
690,seq103,7,L,10,28,4,3,"", - The Union meeting held last night in Brainard's
691,seq103,20,L,10,28,2,1,ed, - A most astounding fraud has come to light
692,seq103,27,L,10,29,2,2,ed, - The attempt to rob New York soldiers of their
693,seq103,31,L,10,29,2,2,ed, - The character of this modern Democracy is
694,seq103,36,L,11,1,2,1,""," - ""No man can justify himself before God or before"
695,seq104,4,L,11,1,2,2,ed, - The words spoken by President Lincoln to
696,seq104,11,L,11,1,4,3,"",-5 - Honorable Salmon P. Chase addressed an audience at
697,seq104,38,L,11,1,2,2,ed, - We do not believe that the masses of the
698,seq104,44,L,11,2,2,2,ed, - Now that Governor Seymour and his friends have
699,seq105,4,L,11,2,2,2,ed, - The people have made up their minds that
700,seq105,9,L,11,3,2,2,ed, - The revelations made concerning the conspiracy
701,seq105,17,L,11,3,4,3,"",-5 - The Hon. Lyman Tremain and the Hon. Samuel -
702,seq106,4,L,11,3,2,2,ed," - The ingenious ""Copperheads"" of New York"
703,seq106,11,L,11,5,4,3,"", - A Union meeting was held in Newburgh town hall last
704,seq106,19,L,11,7,2,4,ed," - ""If McClellan is elected and attempts to carry"
705,seq106,23,L,11,8,2,2,ed, - The men who drew up the Chicago platform have
706,seq106,30,L,11,8,2,2,ed, - The presence of the much-hated Butler in New
707,seq106,37,L,11,8,2,3,ed, - The PLAIN DEALER announces that the torch
708,seq106,42,L,11,9,4,3,ed, - We spent some time in the office of the PLAIN
709,seq107,4,L,11,10,2,3,ed, - Our triumph signified that a decided majority
710,seq107,10,L,11,12,2,1,ed, - The recent victory of the people should not
711,seq107,17,L,11,14,2,1,ed, - November 8 marks the climax and conclusion
712,seq107,27,L,11,18,2,2,ed, - The effect of the overwhelming triumph of
713,seq107,34,L,12,1,2,1,ed, - Friends of McClellan will be glad to learn that
714,seq107,43,L,12,8,2,1,ed, - The President rightly interprets the election
715,seq108,4,L,12,14,2,2,ed, - The rotten-borough legislation of old Virgin-
716,seq108,16,L,2,2,2,1,ed, - In England the welfare of the nation and man-
717,seq108,25,L,2,24,2,1,ed," - In England by a law of primogeniture, when"
718,seq108,29,L,2,25,2,1,ed, - The temper of the English parliament is not
719,seq108,35,L,4,2,4,3,adv, - B. S. Green is the agent for the finest steel
720,seq108,40,L,1,1,1,5,adv, - Campbell's Minstrels are appearing at Brain-
721,seq109,4,L,1,1,4,2,"", - The Campbell Minstrel troupe filled Brainard's
722,seq109,7,L,1,15,4,5,""," - At the new armory on Pearl st., west side, a"
723,seq109,12,L,1,18,4,2,""," - Newcomb's minstrels, the best troupe in the world,"
724,seq109,15,L,1,20,4,2,""," - Newcomb's minstrels, princes of minstrelsy, com-"
725,seq109,18,L,1,21,4,2,""," - Newcomb's minstrels, Negro melodists. Their"
726,seq109,22,L,1,22,4,2,"", - Newcomb's minstrels were presented at the Academy
727,seq109,27,L,1,23,4,4,"", - Ramsey's minstrels play at Brainard's hall. The
728,seq109,32,L,1,26,1,7,adv, - Brajnard's hall present Ramsey's Minstrels
729,seq109,37,L,1,26,4,4,"", - Ramsey's minstrels made their debut in Cleveland
730,seq109,43,H,2,23,3,1,"", - Ramsey's troupe opened last night to a perfect
731,seq110,4,L,3,12,1,1,adv, - The Academy of Music will present the great Arab
732,seq110,7,L,3,14,4,2,""," - At the Academy of Music, the Bedouin Arabs give"
733,seq110,10,L,3,15,4,2,"", - Miss Emily Shaw read some of the choicest pieces
734,seq110,15,L,3,15,4,3,"", - The acrobatic performances of the Arabs drew a
736,seq110,23,L,3,18,4,7,adv, - The Academy of Music will present the Arab
737,seq110,26,L,3,20,4,7,adv, - The Academy of Music will present the Arab
738,seq110,29,L,3,22,4,2,"", - The LEVEE OF LILLIPUT was exhibited by Tom Thumb
739,seq110,32,L,3,23,4,6,adv, – The Academy of Music will present the Arab
740,seq110,36,L,5,3,4,3,"", - A crowded house greeted the celebrated Duprez and
741,seq110,39,L,6,2,4,2,"", - THE GREAT REBELLION will be depicted tonight
742,seq111,4,L,6,6,4,4,"", - Sam Sharpley and his minstrels are stopping at the
743,seq111,7,L,6,7,4,5,"", - Sam Sharpley's minstrels played to a full house
744,seq111,10,L,6,9,4,5,""," - Sharpley's vocalists are of the best, and Cool and"
